Item_Number,Set_Name,Theme,Pieces,Price,Amazon_Price,Year,Ages,Pages,Minifigures,Packaging,Weight,Unique_Pieces,Availability,Size
31084,Pirate Roller Coaster,Creator 3-in-1,923,$89.99 ,$169.00 ,2018,Ages_9-14,324,5,Box,1.94Kg (4.27 lb),277,Retail,Small
75221,Imperial Landing Craft,Star Wars™,636,$89.99 ,$172.89 ,2018,Ages_9-14,108,5,Box,1.17Kg (2.58 lb),191,Retail,Small
41196,The Elvenstar Tree Bat Attack,NA,883,$79.99 ,$173.49 ,2018,Ages_8-12,220,5,Box,NA,372,Retail,NA
42081,Volvo Concept Wheel Loader ZEUX,Technic™,1167,$139.99 ,$173.98 ,2018,Ages_10-16,504,NA,Box,2.42Kg (5.33 lb),143,Retail,Small
42110,Land Rover Defender,Technic™,2573,$199.99 ,$178.16 ,2019,Ages_11+,496,NA,Box,NA,262,Retail,Small
42098,Car Transporter,Technic™,2493,$179.99 ,$179.96 ,2019,Ages_11+,961,NA,Box,NA,190,NA,Small
10270,Bookshop,Creator Expert,2504,$179.99 ,$179.99 ,2020,Ages_16+,216,5,Box,2.95Kg (6.49 lb),561,Retail - limited,Small
60198,Cargo Train,City,1227,$229.99 ,$181.21 ,2018,Ages_6-12,362,6,Box,3.03Kg (6.68 lb),410,Retail,Small
41340,Friendship House,Friends,722,$69.99 ,$184.99 ,2018,Ages_6-12,164,3,Box,1.14Kg (2.51 lb),309,Retail,Small
10268,Vestas Wind Turbine,Creator Expert,826,$199.99 ,$190.04 ,2018,Ages_12+,148,3,Box,2.16Kg (4.75 lb),230,Retail - limited,Small
76105,The Hulkbuster: Ultron Edition,Marvel,1363,$119.99 ,$196.87 ,2018,Ages_14+,184,1,Box,NA,268,LEGO exclusive,Small
70655,Dragon Pit,NINJAGO®,1660,$129.99 ,$197.38 ,2018,Ages_9-14,244,9,Box,2.65Kg (5.84 lb),424,Retail,Small
76108,Sanctum Sanctorum Showdown,Marvel,1004,$99.99 ,$197.52 ,2018,Ages_8-14,220,5,Box,1.59Kg (3.5 lb),312,Retail,Small
75253,Droid Commander,Star Wars™,1177,$199.99 ,$199.95 ,2019,Ages_8+,25,NA,Box,NA,343,Retail,Small
21144,The Farm Cottage ,Minecraft™,549,$49.99 ,$199.95 ,2018,Ages_8+,116,3,Box,NA,157,Retail,Small
75810,The Upside Down,Stranger Things,2287,$199.99 ,$199.95 ,2019,Ages_16+,300,8,Box,NA,533,LEGO exclusive,Small
41194,Noctura's Tower & the Earth Fox Rescue ,NA,646,$59.99 ,$199.99 ,2018,Ages_9-12,44,4,Box,NA,227,Retail,NA
10264,Corner Garage,Creator Expert,2569,$199.99 ,$199.99 ,2019,Ages_16+,236,6,Box,3.04Kg (6.7 lb),564,LEGO exclusive,Small
75244,Tantive IV,Star Wars™,1768,$199.99 ,$199.99 ,2019,Ages_12+,260,6,Box,NA,387,LEGO exclusive,Small
75275,A-wing Starfighter,Star Wars™,1673,$199.99 ,$199.99 ,2020,Ages_18+,272,1,Box,NA,355,Retail,Small
21322,Pirates of Barracuda Bay,Ideas,2545,$199.99 ,$199.99 ,2020,Ages_16+,460,10,Box,4.43Kg (9.76 lb),575,Retail - limited,Small
75211,Imperial TIE Fighter,Star Wars™,519,$69.99 ,$203.97 ,2018,Ages_9-14,76,4,Box,0.89Kg (1.96 lb),129,Retail,Small
75930,Indoraptor Rampage at Lockwood Estate,Jurassic World™,1019,$129.99 ,$206.05 ,2018,Ages_8-12,176,6,Box,1.89Kg (4.16 lb),257,Retail,Small
60204,City Hospital,City,861,$99.99 ,$209.45 ,2018,Ages_6-12,329,13,Box,1.67Kg (3.69 lb),362,Retail,Small
70654,Dieselnaut,NINJAGO®,1179,$109.99 ,$214.93 ,2018,Ages_9-14,156,7,Box,1.75Kg (3.85 lb),308,Retail,Small
75220,Sandcrawler,Star Wars™,1239,$139.99 ,$219.98 ,2018,Ages_9-14,188,6,Box,1.77Kg (3.9 lb),277,Retail,Small
42099,4x4 X-Treme Off-Roader,Powered UP,958,$249.99 ,$229.95 ,2019,Ages_11+,224,NA,Box,NA,131,Retail,Small
70839,The Rexcelsior!,THE LEGO® MOVIE 2™,1826,$149.99 ,$229.99 ,2019,Ages_10+,276,4,Box,NA,377,Retail,Small
41347,Heartlake City Resort,Friends,1017,$99.99 ,$230.00 ,2018,Ages_7-12,208,4,Box,1.95Kg (4.3 lb),326,Retail,Small
75288,AT-AT,Star Wars™,1267,$159.99 ,$237.90 ,2020,Ages_10+,188,NA,Box,NA,285,Retail,Small
60188,Mining Experts Site,City,883,$99.99 ,$239.97 ,2018,Ages_7-12,244,6,Box,1.89Kg (4.16 lb),284,Retail,Small
60200,Capital City,City,1211,$149.99 ,$244.87 ,2018,Ages_6-12,441,13,Box,2.42Kg (5.33 lb),489,Retail - limited,Small
42114,6x6 Volvo Articulated Hauler,Technic™,2193,$249.99 ,$249.99 ,2020,Ages_11+,456,NA,Box,NA,234,Retail,Small
10260,Downtown Diner,Creator Expert,2480,$169.99 ,$250.98 ,2018,Ages_16+,200,6,Box,NA,508,LEGO exclusive,Small
75212,Kessel Run Millennium Falcon,Star Wars™,1414,$169.99 ,$254.96 ,2018,Ages_9-14,208,7,Box,2.57Kg (5.66 lb),318,Retail,Small
70643,Temple of Resurrection,NINJAGO®,765,$69.99 ,$255.95 ,2018,Ages_8-14,144,8,Box,NA,297,Retail,Small
42082,Rough Terrain Crane,Technic™,4057,$299.99 ,$284.93 ,2018,Ages_11+,1527,NA,Box,6.1Kg (13.44 lb),262,Retail,Small
10272,Old Trafford - Manchester United,Creator Expert,3898,$299.99 ,$299.95 ,2020,Ages_16+,368,NA,Box,NA,332,LEGO exclusive,Small
10869,Farm Adventures,DUPLO®,104,$59.99 ,$299.99 ,2018,Ages_2-5,40,3,Box,NA,42,NA,Large
42078,Mack Anthem,Technic™,2595,$179.99 ,$330.00 ,2018,Ages_11-16,897,NA,Box,3.46Kg (7.62 lb),253,Retail,Small
42083,Bugatti Chiron,Technic™,3599,$349.99 ,$339.95 ,2018,Ages_16+,633,NA,Box,5.92Kg (13.04 lb),306,Retail,Small
10261,Roller Coaster,Creator Expert,4124,$379.99 ,$379.95 ,2018,Ages_16+,440,11,Box,5.8Kg (12.78 lb),556,Retail - limited,Small
21311,Voltron,Ideas,2321,$179.99 ,$388.99 ,2018,Ages_16+,92,NA,Box,NA,471,Retail - limited,Small
71043,Hogwarts Castle,Harry Potter™,6020,$399.99 ,$399.99 ,2018,Ages_16+,636,28,Box,NA,624,LEGO exclusive,Small
70657,NINJAGO City Docks,NINJAGO®,3553,$229.99 ,$440.00 ,2018,Ages_12+,380,14,Box,4.61Kg (10.15 lb),690,Retail,Small
42100,Liebherr R 9800,Powered UP,4108,$449.99 ,$443.22 ,2019,Ages_12+,740,NA,NA,NA,221,NA,Small
75222,Betrayal at Cloud City,Star Wars™,2812,$349.99 ,$668.18 ,2018,Ages_14+,388,19,Box,NA,676,LEGO exclusive,Small
75252,Imperial Star Destroyer,Star Wars™,4784,$699.99 ,$699.95 ,2019,Ages_16+,444,2,Box,NA,445,LEGO exclusive,Small
40362,Battle of Endor,Star Wars™,197,$14.99 ,NA,2019,Ages_8+,1,NA,Box,NA,40,Promotional,Small
30545,Fish Free Builds - Make It Yours,NA,39,NA,NA,2019,Ages_5+,2,NA,Polybag,NA,22,LEGO exclusive,NA
30548,Build Your Own Birds - Make it Yours,NA,26,NA,NA,2020,Ages_5+,2,NA,Polybag,0.01Kg (0.03 lb),15,LEGO exclusive,NA
30556,Mini Frame,DOTS,85,$4.99 ,NA,2020,Ages_6+,2,NA,Polybag,NA,13,LEGO exclusive,Small
40315,Ninjago Board Game,NA,49,NA,NA,2018,Ages_6+,2,NA,Polybag,NA,28,NA,NA
40320,Plants From Plants,NA,29,$4.99 ,NA,2018,Ages_6+,2,NA,Box,0.06Kg (0.13 lb),5,LEGO exclusive,NA
40435,Plants from Plants,NA,29,NA,NA,2019,Ages_6+,2,NA,Box,NA,5,Not sold,NA
81001,Shark Skin,NA,NA,NA,NA,2019,Ages_NA,2,NA,NA,NA,NA,NA,NA
81002,Splash Koi Skin,NA,33,NA,NA,2019,Ages_12+,2,NA,NA,NA,NA,NA,NA
81003,Ink Koi Skin,NA,NA,NA,NA,2019,Ages_NA,2,NA,NA,NA,NA,NA,NA
41914,Creative Picture Frames,DOTS,398,$19.99 ,NA,2020,Ages_6+,2,NA,NA,NA,31,Retail,Small
30326,Farm - Girl,DUPLO®,4,$3.49 ,NA,2018,Ages_1½-5,3,NA,NA,NA,NA,NA,Large
30327,My First Duck,NA,6,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,6,NA,NA
30328,Town Rescue - Bird,NA,NA,NA,NA,2019,Ages_NA,3,NA,NA,NA,NA,NA,NA
30329,My First Giraffe,NA,5,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,4,NA,NA
30330,Birthday Cake,NA,9,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,8,NA,NA
30339,Traffic Light Patrol,NA,30,NA,NA,2018,Ages_NA,3,1,Polybag,NA,24,NA,NA
30340,Emmet's 'Piece' Offering,NA,44,NA,NA,2019,Ages_6+,3,1,Polybag,NA,18,NA,NA
30341,Monkie Kid's Delivery Bike,Monkie Kid,22,$4.99 ,NA,2020,Ages_5+,3,1,Polybag,NA,18,LEGO exclusive,Small
30356,Hot Dog Stand,NA,43,NA,NA,2018,Ages_5 - 12,3,1,Polybag,NA,34,Promotional,NA
30357,Road Worker,City,58,$3.99 ,NA,2018,Ages_5-12,3,1,Polybag,0.04Kg (0.08 lb),33,Retail - limited,Small
30358,Dragster,NA,40,$3.99 ,NA,2018,Ages_5-12,3,1,Polybag,0.04Kg (0.09 lb),30,Retail - limited,NA
30359,Police Water Plane,City,48,$3.99 ,NA,2018,Ages_5-12,3,1,Polybag,0.04Kg (0.08 lb),36,Retail - limited,Small
30360,Arctic Ice Saw,City,43,$3.99 ,NA,2018,Ages_5-12,3,1,Polybag,0.04Kg (0.09 lb),34,Retail - limited,Small
30361,Fire ATV,NA,39,$3.99 ,NA,2019,Ages_5+,3,1,Polybag,0.04Kg (0.08 lb),26,Promotional,NA
30362,Sky Police Jetpack,NA,33,NA,NA,2019,Ages_5+,3,2,Polybag,0.03Kg (0.06 lb),27,NA,NA
30363,Race Boat,NA,34,NA,NA,2019,Ages_5+,3,1,Polybag,0.03Kg (0.07 lb),29,Retail - limited,NA
30364,Popcorn Cart,NA,43,NA,NA,2019,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),26,Retail,NA
30365,Space Satellite,City,36,$3.99 ,NA,2019,Ages_5+,3,1,Polybag,0.03Kg (0.06 lb),24,Retail - limited,Small
30366,Police Car,NA,37,NA,NA,2020,Ages_5+,3,1,Polybag,0.03Kg (0.07 lb),23,Retail - limited,NA
30367,Police Helicopter,NA,39,NA,NA,2020,Ages_5+,3,1,Polybag,NA,31,Retail - limited,NA
30368,Fire Rescue Water Scooter,NA,33,NA,NA,2020,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),26,Retail - limited,NA
30369,Beach Buggy,City,45,$4.99 ,NA,2020,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),29,Retail - limited,Small
30381,Imperial TIE Fighter,NA,42,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,20,NA,NA
30382,Baby Velociraptor Playpen,Jurassic World™,48,$3.99 ,NA,2018,Ages_6-12,3,NA,Polybag,NA,25,Promotional,Small
30383,Naboo Starfighter,NA,48,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,33,NA,NA
30384,Snowspeeder,NA,49,NA,NA,2019,Ages_6+,3,NA,Polybag,NA,25,Retail,NA
30386,Poe Dameron's X-wing Fighter,NA,72,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,27,NA,NA
30393,Steve and Creeper Set,NA,36,NA,NA,2019,Ages_NA,3,2,Polybag,NA,30,NA,NA
30394,The Skeleton Defense,NA,NA,NA,NA,2020,Ages_NA,3,2,Polybag,NA,24,NA,NA
30403,Olivia's Remote Control Boat,Friends,25,$3.99 ,NA,2018,Ages_6-10,3,1,Polybag,NA,23,Retail - limited,Small
30404,Friendship Flower,Friends,100,NA,NA,2018,Ages_7-12,3,NA,Polybag,NA,22,LEGO exclusive,Small
30405,Stephanie's Hockey Practice,NA,35,NA,NA,2018,Ages_6 - 10,3,1,Polybag,NA,27,NA,NA
30406,Unikitty Roller Coaster Wagon,Unikitty!™,46,$3.99 ,NA,2018,Ages_5-10,3,1,Polybag,NA,28,NA,Small
30407,Harry's Journey to Hogwarts,NA,40,NA,NA,2018,Ages_6+,3,1,Polybag,NA,22,Retail - limited,NA
30408,Tulips,NA,90,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,28,NA,NA
30409,Emma's Bumper Cars,NA,66,NA,NA,2019,Ages_NA,3,1,Polybag,NA,34,Retail - limited,NA
30410,Mia's Water Fun,NA,28,$3.99 ,NA,2019,Ages_5+,3,1,Polybag,NA,24,NA,NA
30411,Chocolate Box & Flower,Friends,75,$4.99 ,NA,2020,Ages_5+,3,NA,Polybag,NA,32,Retail - limited,Small
30412,Park Picnic,NA,NA,NA,NA,2020,Ages_NA,3,1,Polybag,NA,29,NA,NA
30450,Royal Talon Fighter,Marvel,59,$3.99 ,NA,2018,Ages_6-12,3,NA,Polybag,NA,25,Retail - limited,Small
30451,Spider-Man's Mini Spider Crawler,NA,73,NA,NA,2019,Ages_NA,3,1,Polybag,NA,21,NA,NA
30452,Iron Man and Dum-E,NA,38,NA,NA,2019,Ages_6+,3,1,Polybag,NA,28,NA,NA
30453,Captain Marvel and Nick Fury,NA,32,NA,NA,2020,Ages_6+,3,2,Polybag,NA,28,NA,NA
30460,Rex's Plantimal Ambush,THE LEGO® MOVIE 2™,32,$3.99 ,NA,2019,Ages_6+,3,1,Polybag,NA,23,Retail - limited,Small
30461,Podracer,NA,58,NA,NA,2019,Ages_6+,3,NA,Polybag,NA,24,NA,NA
30463,Chef Enzo's Haunted Hotdogs,NA,NA,NA,NA,2020,Ages_NA,3,1,Polybag,NA,25,NA,NA
30464,El Fuego's Stunt Cannon,NA,NA,NA,NA,2020,Ages_NA,3,1,Polybag,NA,28,NA,NA
30498,Imperial AT-Hauler,NA,49,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,23,NA,NA
30525,The Guardians' Ship,Marvel,69,$3.99 ,NA,2018,Ages_6-12,3,NA,Polybag,NA,36,NA,Small
30526,The Mini Ultimate Batmobile,NA,84,NA,NA,2018,Ages_7 - 14,3,NA,Polybag,NA,39,NA,NA
30527,Lucy vs. Alien Invader,NA,44,NA,NA,2019,Ages_NA,3,1,Polybag,NA,25,NA,NA
30528,Mini Master-Building MetalBeard,NA,42,NA,NA,2019,Ages_6+,3,1,Polybag,NA,30,Retail,NA
30529,Mini Master-Building Emmet,NA,49,NA,NA,2019,Ages_6+,3,1,Polybag,NA,33,Retail - limited,NA
30530,WU-CRU Target Training,NA,46,NA,NA,2018,Ages_6 - 12,3,2,Polybag,NA,26,NA,NA
30531,Sons of Garmadon,NA,33,NA,NA,2018,Ages_NA,3,1,Polybag,NA,24,NA,NA
30532,Turbo,NA,61,NA,NA,2018,Ages_NA,3,1,Polybag,NA,32,NA,NA
30533,Sam-X,NA,56,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,23,NA,NA
30534,Ninja Workout,NA,31,NA,NA,2019,Ages_6+,3,1,Polybag,NA,23,NA,NA
30535,Fire Flight,NA,54,NA,NA,2019,Ages_6+,3,1,Polybag,NA,30,NA,NA
30536,Combo Charger,NA,NA,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,35,NA,NA
30537,Merchant Avatar Jay,NA,NA,NA,NA,2020,Ages_NA,3,1,Polybag,NA,29,NA,NA
30540,Yellow Flyer,NA,43,NA,NA,2018,Ages_6 - 12,3,NA,Polybag,NA,29,NA,NA
30543,Christmas Train,NA,66,NA,NA,2018,Ages_6 - 12,3,NA,Polybag,0.04Kg (0.09 lb),29,Retail - limited,NA
30547,Dragon Hunter,NA,61,NA,NA,2018,Ages_7 - 12,3,1,Polybag,NA,35,NA,NA
30549,Build Your Own Vehicles - Make it Yours,NA,NA,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,24,NA,NA
30550,Easter Bunny,NA,67,$4.99 ,NA,2020,Ages_6+,3,NA,Polybag,0.04Kg (0.09 lb),33,Retail - limited,NA
30552,Ariel's Underwater Symphony,NA,51,NA,NA,2018,Ages_5 - 10,3,1,Polybag,0.03Kg (0.07 lb),33,NA,NA
30553,Elsa's Winter Throne,NA,42,NA,NA,2019,Ages_5+,3,1,Polybag,NA,29,Retail - limited,NA
30554,Cinderella Mini Castle,NA,NA,NA,NA,2020,Ages_NA,3,1,Polybag,NA,32,NA,NA
30555,Poppy's Carriage,Trolls World Tour,51,$4.99 ,NA,2020,Ages_6+,3,1,Polybag,NA,30,Retail - limited,Small
30571,Pelican,NA,62,NA,NA,2019,Ages_6+,3,NA,Polybag,0.04Kg (0.08 lb),33,Retail - limited,NA
30572,Race Car,NA,68,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,31,NA,NA
30573,Santa,NA,67,NA,NA,2019,Ages_6+,3,NA,Polybag,0.04Kg (0.08 lb),35,LEGO exclusive,NA
30574,Cat,NA,55,NA,NA,2020,Ages_6+,3,NA,Polybag,0.03Kg (0.07 lb),21,Retail - limited,NA
30575,Train,NA,NA,NA,NA,2020,Ages_6+,3,NA,Polybag,NA,36,NA,NA
30615,Edna Mode,NA,4,NA,NA,2018,Ages_NA,3,1,Polybag,NA,4,Promotional,NA
30620,Star-Stuck Emmet,NA,41,NA,NA,2019,Ages_6+,3,1,Polybag,NA,29,Promotional,NA
40276,Walrus,NA,55,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,21,LEGO exclusive,NA
40277,Car and petrol pump,NA,44,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,28,LEGO exclusive,NA
40278,Lamb,NA,45,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,27,LEGO exclusive,NA
40279,Frog,NA,43,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,18,LEGO exclusive,NA
40280,Tractor,NA,38,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,25,LEGO exclusive,NA
40281,Surfer Dragon,NA,43,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,27,LEGO exclusive,NA
40282,BBQ,NA,37,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,22,LEGO exclusive,NA
40283,Snail,NA,37,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,19,LEGO exclusive,NA
40284,Glider,NA,29,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,24,LEGO exclusive,NA
40285,Scarecrow,NA,24,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,15,LEGO exclusive,NA
40286,Ice Dragon,NA,50,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,17,LEGO exclusive,NA
40287,Sleigh,NA,64,NA,NA,2018,Ages_NA,3,NA,Polybag,NA,36,LEGO exclusive,NA
40288,BB-8,NA,48,$4.99 ,NA,2018,Ages_6-12,3,NA,Polybag,NA,17,LEGO exclusive,NA
40298,DJ,Star Wars™,22,$4.99 ,NA,2018,Ages_6+,3,1,Polybag,NA,15,NA,Small
40299,Kessel Mine Worker,NA,22,NA,NA,2018,Ages_6+,3,1,Polybag,NA,16,NA,NA
40300,Han Solo Mudtrooper,NA,22,NA,NA,2018,Ages_6+,3,1,Polybag,NA,15,NA,NA
40301,Bat Shooter,NA,40,NA,NA,2018,Ages_6+,3,NA,Polybag,NA,17,NA,NA
40302,Become my City Hero,NA,85,NA,NA,2018,Ages_NA,3,1,Polybag,NA,46,Retail - limited,NA
40311,Traffic Lights,Xtra,46,$3.99 ,NA,2018,Ages_6+,3,NA,Polybag,0.03Kg (0.06 lb),17,LEGO exclusive,Small
40312,Streetlamps,Xtra,34,$3.99 ,NA,2018,Ages_6+,3,NA,Polybag,0.03Kg (0.06 lb),24,LEGO exclusive,Small
40321,Jet Fighter,NA,23,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,16,LEGO exclusive,NA
40322,Caterpillar,NA,48,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,8,LEGO exclusive,NA
40323,Viking Ship,NA,54,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,20,LEGO exclusive,NA
40324,Ladybird,NA,27,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,13,LEGO exclusive,NA
40325,Crane,NA,64,NA,NA,2019,Ages_6+,3,NA,Polybag,NA,21,LEGO exclusive,NA
40326,Frog,NA,39,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,23,LEGO exclusive,NA
40327,Ice Cream Truck,NA,NA,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,19,Not sold,NA
40328,Racing Car,NA,50,NA,NA,2019,Ages_6+,3,NA,Polybag,NA,30,Not sold,NA
40329,Eagle,NA,56,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,33,Not sold,NA
40330,UFO,NA,36,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,19,Not sold,NA
40331,Wolf,NA,47,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,13,Not sold,NA
40332,Penguin,NA,47,NA,NA,2019,Ages_NA,3,NA,Polybag,NA,24,Not sold,NA
40342,Ninjago Minifigure Pack,NINJAGO®,59,$12.99 ,NA,2019,Ages_6+,3,4,Blister pack,NA,33,LEGO exclusive,Small
40343,Spider-Man and the Museum Break-In,Marvel,49,$14.99 ,NA,2019,Ages_8+,3,3,Blister pack,NA,33,LEGO exclusive,Small
40344,Summer Celebration Minifigure Pack,Minifigures,45,$12.99 ,NA,2019,Ages_6+,3,4,Blister pack,0.07Kg (0.15 lb),35,LEGO exclusive,Small
40368,Xmas Accessories,NA,32,NA,NA,2019,Ages_6+,3,1,Polybag,0.03Kg (0.06 lb),23,LEGO exclusive,NA
40372,Police MF Accessory Set,Minifigures,42,$12.99 ,NA,2020,Ages_6+,3,4,Blister pack,0.08Kg (0.17 lb),33,LEGO exclusive,Small
40373,Fairground Accessory Set,Minifigures,51,$12.99 ,NA,2020,Ages_6+,3,4,Blister pack,0.08Kg (0.17 lb),35,LEGO exclusive,Small
40375,Sports Accessories,Xtra,36,$3.99 ,NA,2020,Ages_6+,3,NA,Polybag,0.02Kg (0.05 lb),20,LEGO exclusive,Small
40376,Botanical Accessories,Xtra,32,$3.99 ,NA,2020,Ages_6+,3,NA,Polybag,0.02Kg (0.05 lb),17,LEGO exclusive,Small
40395,Chinese Dragon,NA,67,$2.99 ,NA,2020,Ages_6+,3,NA,Polybag,NA,23,Not sold,NA
40396,Valentine Panda,NA,53,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,23,NA,NA
40397,Koi Fish,NA,33,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,24,Not sold,NA
40398,Easter Bunny,NA,43,NA,NA,2020,Ages_NA,3,NA,Polybag,NA,24,Not sold,NA
40399,Flowers and Watering Can,NA,47,NA,NA,2020,Ages_6+,3,NA,Polybag,NA,25,Not sold,NA
40418,Falcon & Black Widow Team-Up,Marvel,60,$14.99 ,NA,2020,Ages_8+,3,3,Blister pack,NA,34,LEGO exclusive,Small
75522,Mini Boost Droid Commander,NA,62,NA,NA,2019,Ages_NA,3,3,Polybag,NA,35,NA,NA
70685,Spinjitzu Burst - Cole,NINJAGO®,48,$9.99 ,NA,2020,Ages_7+,3,1,Box,NA,31,Retail,Small
70686,Spinjitzu Burst - Kai,NA,48,$9.99 ,NA,2020,Ages_7+,3,1,Box,NA,31,Retail,NA
70687,Spinjitzu Burst Lloyd,NINJAGO®,48,$9.99 ,NA,2020,Ages_7+,3,1,Box,NA,30,Retail,Small
30380,Kylo Ren's Shuttle,NA,33,NA,NA,2018,Ages_6 - 12,4,NA,Polybag,0.03Kg (0.06 lb),15,NA,NA
30499,Robot/Vehicle free builds,NA,56,NA,NA,2018,Ages_6+,4,NA,Polybag,NA,30,LEGO exclusive,NA
40345,Mars Exploration Minifigure Pack,NA,44,NA,NA,2019,Ages_6+,4,4,Blister pack,0.07Kg (0.15 lb),36,LEGO exclusive,NA
40434,Reindeer,NA,77,$3.49 ,NA,2019,Ages_6-12,4,NA,Polybag,0.04Kg (0.08 lb),26,LEGO exclusive,NA
40187,Flower Display,NA,100,$5.99 ,NA,2018,Ages_7+,5,NA,Box,NA,27,LEGO exclusive,NA
40374,Golden Zane Accessory Set ,NINJAGO®,73,$12.99 ,NA,2020,Ages_6+,5,4,Blister pack,NA,31,Retail,Small
41406,Stephanie's Play Cube - Beauty Salon,Friends,44,$9.99 ,NA,2020,Ages_6+,5,1,Box,NA,35,Retail,Small
41434,Andrea's Jungle Play Cube,Friends,47,$9.99 ,NA,2020,Ages_6+,5,1,Plastic canister,NA,43,Retail,Small
41435,Stephanie's Jungle Play Cube,Friends,41,$9.99 ,NA,2020,Ages_6+,5,1,Plastic canister,NA,38,Retail,Small
41436,Olivia's Jungle Play Cube,Friends,51,$9.99 ,NA,2020,Ages_6+,5,NA,Plastic canister,NA,42,Retail,Small
41437,Mia's Jungle Play Cube,Friends,43,$9.99 ,NA,2020,Ages_6+,5,NA,Plastic canister,NA,36,Retail,Small
41438,Emma's Jungle Play Cube,NA,50,NA,NA,2020,Ages_6+,5,NA,Plastic canister,NA,40,Retail,NA
30624,Obi-Wan Kenobi - Collectable Minifigure,Star Wars™,12,$3.99 ,NA,2019,Ages_6+,6,1,Polybag,NA,10,NA,Small
30325,My First Dinosaur,DUPLO®,7,$3.49 ,NA,2018,Ages_1½-3,7,NA,Polybag,NA,6,NA,Large
10865,Fun Creations,DUPLO®,70,NA,NA,2018,Ages_1½-5,9,NA,Box with handle,NA,52,NA,Large
40419,Hogwarts Students Accessory Set,Harry Potter™,53,$14.99 ,NA,2020,Ages_6+,9,4,Blister pack,NA,33,LEGO exclusive,Small
10884,My First Balancing Animals,DUPLO®,15,$14.99 ,NA,2019,Ages_1½+,9,NA,Box,NA,14,Retail,Large
10930,Bulldozer,DUPLO®,10,$9.99 ,NA,2020,Ages_2+,12,1,Box,NA,10,Retail,Large
10887,Creative Fun,DUPLO®,120,$39.99 ,NA,2019,Ages_1½+,13,1,Box,NA,70,Retail,Large
41775,Rainbow Unikitty,Minifigures,15,NA,NA,2018,Ages_5-12,15,1,Foil pack,NA,NA,Retail,Small
10931,Truck & Tracked Excavator,DUPLO®,20,$19.99 ,NA,2020,Ages_2+,16,2,Box,NA,19,Retail,Large
71025,Video Game Champ,Minifigures,8,NA,NA,2019,Ages_5+,17,1,Foil pack,NA,NA,Retail,Small
71026,Mister Miracle,DC,9,$4.99 ,NA,2020,Ages_5+,19,1,Foil pack,NA,NA,Retail,Small
71027,Piñata Boy,Minifigures,8,$4.99 ,NA,2020,Ages_5+,19,1,Foil pack,NA,NA,Retail,Small
10919,Batcave,Batman™,33,$29.99 ,NA,2020,Ages_2+,20,3,Box,NA,25,Retail,Small
10922,Ariel's Undersea Castle,Disney™,35,$29.99 ,NA,2020,Ages_2+,20,1,Box,NA,27,Retail,Small
10934,Creative Animals,DUPLO®,175,$59.99 ,NA,2020,Ages_1½+,20,NA,Box,NA,89,Retail,Large
71021,Elephant Girl,Minifigures,7,NA,NA,2018,Ages_5+,20,1,Foil pack,NA,NA,Retail,Small
71024,Vintage Mickey,Disney™,7,NA,NA,2019,Ages_5+,20,1,Foil pack,NA,NA,Retail,Small
71028,Harry Potter,Harry Potter™,8,$4.99 ,NA,2020,Ages_5+,20,1,Foil pack,NA,NA,Retail,Small
71020,Friends are Family Harley Quinn,Minifigures,8,NA,NA,2018,Ages_5+,22,1,Foil pack,NA,NA,Retail,Small
